Id,Name,Vorname,Titel,Partei,Wahlkreis,WahlkreisOrderBy
ff8c5e94-798b-4e5f-ad23-feeae3f1243a,Luchsinger,Christoph,Dr.,FDP,,0
2212cc79-5498-40af-b3a2-397d54bb5b5c,Luchsinger,Martin,,GLP,,0
74ee974c-4f8f-4034-8e9c-b17f12fe35b4,Luchsinger,Thomas,,SVP,,0
96a6a5dd-82fb-4663-9389-973034276f6e,Luchsinger Gähwiler,Catrina,Dr.,FDP,,0
6a5b1076-2a5c-4d0b-9b8a-d8544b3820e3,Mächler,Martin,Dr.,EVP,,0
afce12d3-c21a-42de-a927-1a9a88cd00c0,Mächler,Peter,,SVP,,0
11c7edee-ffb5-4451-b4ce-ab5c280c5977,Maeder,Kurt,Prof. Dr.,CVP,,0
7d0fb669-0e85-4051-87f5-db23ea3f1802,Maggi,Luca,,Grüne,1 und 2,100
b19832ce-0192-4769-a8df-b79ff35d54dc,Mägli-Fischer,Erika,,SP,,0
75ae27e5-17f3-4253-a4b0-408abb592703,Mahrer,Monika,,SP,,0
fcde5da1-ca99-4cf8-9623-ab532de3de85,Maichle-Schori,Margrit,,SP,,0
9e46c2e0-626a-4d19-82e8-de1b2a3e216d,Maillard,Patrik,,AL, 6,103
ad2a673f-483f-465b-b58a-1ca0bc70d09f,Maino,Rosa,,AL,,0
068f1fd5-6dd7-458c-a08d-09710a409db0,Maissen,Placidus,,,,0
f450234e-928c-4358-8114-5e3d2cfb810e,Makwana-Boss,Elisabeth,,SP,,0
87cf2c8f-edda-4afa-b680-a683e1601fba,Manser,Joe A.,,SP,7 und 8,104
0d59f41d-2318-44dd-9c77-af41669c48b6,Manz,Mathias,,SP, 9,105
6b4c5528-79e0-4de8-994e-8539ae09ac3a,Marchetto-Grütter,Christine,,SP,,0
9d8d30b3-0940-4f43-9304-9dc0c1adfb25,Mariani,Mario,,CVP,,0
527d118b-0478-4b3e-bfb8-a3111575e659,Marolf,Hans,,SVP,,0
8c7958b0-b270-447b-b178-39a0d06f6bf8,Martelli,Kathrin,,,,0
eaac1f5e-3da7-4779-8ec9-0bb6c7ecb069,Marthaler,Thomas,,SP,,0
8ba66468-4f2e-450d-9b7e-dbac5e6a26ae,Marti,Elena,,Grüne,11,107
8630dc95-b153-4f7e-bd51-1f9fc314af4a,Marti,Min Li,,SP,,0
0fbc0665-ed86-4b86-b0a7-086274d67499,Marti,Peter,,,,0
e965adf7-71b7-4e39-a714-175ee4990207,Marti,Res,,Grüne, 9,105
399ab8b4-d234-4e7c-9de3-b54446c9f92b,Marty,Christoph,,SVP,,0
b181031f-9066-483a-84bf-92f8fa59aa2a,Matter,Sylvie Fee,,SP,,0
08dd60a3-4d46-4e69-ae57-572afa0a32e3,Mauch,Corine,,SP,,0
3345c9bc-c5e3-416c-8685-90b03ccb1ae2,Maurer,Esther,,SP,,0
fed08b65-8e0a-48cb-aa3c-09c8b02c4490,Meier,Daniel,,CVP,,0
b0403d1c-035a-4ff5-bae4-c9dab82bf2d5,Meier,Gabriela,,SP,,0
a6b45736-4c00-4a42-87e9-f7e5d7b85b04,Meier,Hans-Ulrich,,FDP,,0
83dbda19-035b-485f-9dcd-cc8b909d6de9,Meier,Marie-Therese,,SP,,0
dd8f7167-3e1f-47aa-a815-075cd23afd4a,Meier,Oliver B.,,SVP,,0
a1e15cd4-560f-4967-a8aa-7d73237a4b43,Meier,Thomas,,SVP,,0
fd3ff4cb-fdb2-4fc0-be56-6b1d6a84e66f,Meier-Bohrer,Karin,,Grüne, 6,103
09fccfe6-c6e3-487e-8efc-4db1e8af3d8f,Merki,Markus,,GLP,11,107
49d8a461-cfec-48dd-b863-15a6f471b1a8,Mettler,Christian,,SVP,,0
2d168877-7c7c-4e7d-986e-b19543bf5295,Meuli,Myrtha,,SP,,0
178260bc-b46e-460b-bd3f-f80ae421c468,Meyer,Pirmin,,GLP, 3,101
a191c22b-aab2-426c-8582-c35adbbb2b43,Miescher,Kurt,,SD,,0
f5ae2bc7-e3c4-4f2e-96b8-0b4c1abbb87d,Monn,Christian,Dr. ,GLP,12,108
0ab2f762-e2ac-4c5e-9be7-63412614df84,Monn,Thomas,Dr.,SVP,,0
70306ac8-fcd8-4901-8605-f1fa4839a236,Morgenbesser,Mischa,Dr.,FDP,,0
2f54f2fb-62cc-4083-9e16-db9ddf12c7c4,Möri,Köbi,,Parteilos,,0
c35b7651-ec18-4396-981f-6176610472bf,Moser,Felix,,Grüne,12,108
7859ddd3-a6e3-4dd3-a117-b8e34f2cbd28,Müller,Gody,,SVP,,0
12f11f39-d53e-4cb2-a1da-0d458e0a0411,Müller,Marcel,,FDP, 9,105
1c0bf25b-7db3-4122-8a95-f1da48243270,Müller,Max,,SVP,,0
49ade51b-faa6-48fd-b79b-d376309b3727,Müller,Robert,,SVP,,0
5ef19a8e-2a05-4bc0-9ef7-99a29b0e5076,Müller,Rolf,,SVP, 9,105
38715b27-a268-4d25-b109-f6ab38510974,Müller,Yvonne,,SP,,0
162e20b7-31de-46ef-b520-0021c3e269cb,Nabholz,Ann-Catherine,Dr.,GLP,7 und 8,104
c1e946ce-ba58-4117-994a-7c4855173f55,Naef,Benjamin ,Dr.,SP,,0
43a47359-66bf-46cb-9146-f9ccfd2baf4f,Naef,Rolf,,SP,,0
83d229c9-ac19-4b6a-bc4e-2bd5b9f9a923,Näf,Ursula,,SP, 6,103
9945d2e7-734c-4363-b8b5-85beb85ee848,Nagel,Ueli,Dr.,Grüne,,0
ddd3654d-5914-407a-9110-6c3dba70919e,Nielsen,Claudia,Dr.,SP,,0
67b87a6b-76bd-4725-95b9-d52415749d1d,Niggli,Peter,,Grüne,,0
8660fd0f-6c94-4cae-a9ad-607a5e3656c8,Nikles,Hans,,SVP,,0
1e309d65-ca7d-42f3-bd67-a6e4526847d1,Nobs,Martin Johann,,SP,,0
1a2aa558-cbd2-4ab6-8725-7c791cec92ad,Novak,Martina,,GLP,7 und 8,104
68acaea6-045d-4046-9a26-568565fb276f,Nüssli,Andrea,,SP,,0
3b7ede89-f4fd-444b-81a7-53a66560333e,Odermatt,André,Dr.,SP,,0
0c1b9c97-7c55-45b6-b4e5-80552488ce71,Osbahr,Thomas,,SVP,,0
1a7596ac-8426-487e-b011-02c7e094d53f,Ott,Eva,,LdU,,0
96a9e201-1ea9-455f-bd6f-09087ab454be,Ottmer,Lars,,SP,,0
51f8dfac-7e02-4d63-b3c7-0e4f5d396567,Papageorgiou,Kyriakos,,SP,,0
c6bb9fa0-45f5-459e-b7d0-8f9e5ad15b5a,Pauli,Pascal,,Grüne,,0
3a0b8f7d-ba3d-4c0d-8e82-0e13f917a348,Peter,Karin,,SVP,,0
76636b78-3a24-42a4-8329-9f0d999f8c1c,Pflüger,Severin,,FDP,11,107
c246dd26-aef1-4ad9-8974-ffad2b0d49eb,Piesbergen,Monika,,,,0
5cc207f7-2c5b-4b95-8662-19b0e425212c,Piller,Bernhard,,Grüne,,0
6fea7af6-8986-4426-87f1-7e650b494b8c,Polloni Rohner,Gisela,,SP,,0
dc3eaf70-94d3-4667-bd5e-7a32c811cc2c,Ponti-Weder,Esther,,,,0
7b3608c9-8939-4d75-9771-fdcd2a84ea04,Prelicz-Huber,Katharina,Prof.,Grüne, 9,105
d83a547f-4271-46e2-93fd-ab49be261ba5,Proamer,Pascal,,CVP,,0
827792a3-491d-425d-955c-d5a9965252ae,Probst,Matthias,,Grüne,11,107
fdfcd10d-7734-47af-b898-83e478aa07b9,Püntener,Peter,,GLP,,0
dad38e55-68cc-445b-9648-de33fc11cd65,Rabelbauer,Claudia,,EVP, 9,105
d222f3e0-8d0b-4ee4-a5f3-9896eafceef3,Rabelbauer,Richard,,EVP,,0
4873e085-f124-43e9-81cb-9ba031e75314,Ramer,Silvia,,SP,,0
5f656d48-b9d8-4204-88ec-53969f95ffa7,Recher,Alecs,,AL,,0
9cfed488-13c5-4b0d-9d7d-8ea59645203a,Rechsteiner,Urs,,,,0
2a9cab18-e280-4d88-aff3-ce72b017eab1,Regli,Daniel,Dr.,SVP,,0
b3131249-6c5d-4062-9bbb-1f0503237a7d,Reimann,Beatrice,,SP,,0
bfed514f-ea62-4b70-86fe-db6ae655ce7c,Reinhard,Anneliese,,SP,,0
f74d8d44-3950-49bd-983e-3498b36b42ec,Renggli,Matthias,,SP, 6,103
e1297508-be1a-4c61-81b6-a8f501114378,Renner,Christine Juliana,,AL,,0
d5b88c9b-5443-4bb5-ae96-d35cf8f878bb,Renner,Theres,,FraP,,0
fb4666dd-c057-4b5b-a649-05e621a707ba,Richli,Mark,,SP, 3,101
458e62cd-e3eb-42b1-86f1-3135a4ed95a4,Richter,Derek,,SVP, 3,101
8755989c-579e-40f1-bf7a-944380f01283,Rieser-Asper,Vreni,,EVP,,0
2b78a4e8-7656-4eec-961b-1780ec60d481,Riklin,Kathy,Dr.,CVP,,0
8a337776-6ba0-4af4-b19a-df1fff532938,Riklin,Urs,,Grüne, 3,101
9c21d391-d549-4168-a485-90f233a27f93,Rodriguez,Roberto,,SP,,0
ad19c2cb-10d3-426a-a915-45763615ca0c,Romanelli,Olivia,,AL,1 und 2,100
e6af846e-0b42-40c5-9038-773101e24996,Rom-Bernheim,Caroline,,,,0
6522fcd5-2382-4e85-a802-17a0a419d123,Roose,Zilla,,SP, 6,103
9cb2e9d9-9a46-403a-bd8d-1871962a9f11,Rosenheim,Monjek,,FDP,,0
17e0b98e-a098-4b0b-b9d6-49e3f3148bdb,Roth,Mark,,SP,,0
ffdb6c23-52ac-493a-a50b-ecb47a354a39,Rothenfluh,Gabriela,,SP,,0
0e7fb39a-8768-47e2-88c9-1351d20d80d1,Roy,Shaibal,,GLP,4 und 5,102
b2773d48-6b09-43e7-8f49-30cccfe48ed0,Rudolf,Reto,,CVP,,0
4e7ecfbc-901a-464e-97bc-2345264925d1,Rüegg,Andreas,,SP,,0
31b3e0eb-8606-4f77-8247-cd67f5fe606a,Rüegg,Luzi,,SVP,,0
3475e92d-802d-4a61-9b2b-6f622d3ca851,Rust-Binder,Brigitte,,Grüne,,0
66f0a29b-0ebb-47b8-8810-426ea3570c89,Rutherfoord,Catherine,,AL,,0
0f6fcb9a-e23f-4cb4-bf0b-1bfe78ffa928,Rütsche,Claudia,Dr.,CVP,,0
3df84d12-4425-4f21-a8f0-ba86c69f4203,Rykart Sutter,Karin,,Grüne,,0
11b57498-c723-4357-8341-2c74063dc2fb,Sanders,Eva,,SP,,0
3c84712a-df95-48f7-b76e-d95540209bdb,Sangines,Alan David,,SP, 9,105
d6cfb60a-148d-4a22-87fc-6d3568e9ea69,Sarbach,Martin,Dr.,SP,,0
2658f62b-9db8-4572-97d4-4e02c44d5f4c,Savarioud,Marcel,,SP,12,108
600c20e6-acba-4933-89a4-75e686a9ad96,Schäfli,Corinne,,AL,,0
78936b83-6b9e-4f4b-abc3-4d0cb0453917,Schaller-Stierle,Geri,,SP,,0
3d901c5e-de6b-4943-8f37-739b1d5c7bb3,Schatt,Heinz,,SVP,12,108
934839de-2293-4024-9303-ccc32f01d340,Schaub,Cornelia,,SVP,,0
da8ee4ca-fb7d-4082-b536-e939f9c74ed5,Scheck,Roland,,SVP,,0
ee86db77-a1a9-4def-8b78-b5e4ecd27c9a,Scherr,Niklaus,,AL,,0
e8e2757e-5a19-4b22-b144-bf1cb7b82b29,Schick,Peter,,SVP,,0
b17186da-504a-47a5-852e-e9e8c305ab47,Schicker,Daniela,,AL,,0
d2faaa00-3795-451c-9f72-1d17ebee399b,Schiller,Christina,,AL, 9,105
d058d634-f202-404b-8f09-bdb16805ad32,Schilter,Armin,,SVP,,0
ddcd41f6-9873-4002-80d8-dfd87114c9a5,Schiwow,Mischa,,AL,7 und 8,104
9f55e8ae-2527-4d19-bff4-10ebf5dd7b50,Schlatter,Hedy,,SVP,,0
3e679a19-0cb7-4704-8f43-063f09587738,Schlegel,Andreas J.,Dr.,,,0
80003246-802e-4f37-905c-2898890583fb,Schlieper,Marc,,FDP,,0
fb67fbb3-d662-48ed-987c-89a9cfbdd2d6,Schmid,Georg,Dr.,CVP,,0
41a05283-162c-4329-b559-ad2ad160f9c9,Schmid,Marion,,SP,1 und 2,100
44bd957f-d477-4584-bdd0-ab5163b8e4bb,Schmid,Markus,,CVP,,0
f68282d3-d683-48cf-ade1-c08da3dd76da,Schmid,Michael,,FDP,1 und 2,100
c9a2a4aa-8499-4d1e-bc67-07085a838235,Schmid,Ronald,,FDP,,0
e32b5fd1-9a00-44d2-ae01-618d21ebf97f,Schmid,Urs,,FDP,,0
09d6a7ef-0db5-4679-8b46-43eaf7b3a5b9,Schoch,Elisabeth,,FDP,4 und 5,102
09742ae9-09e0-42d3-b211-10e6bd086240,Schoch,Hans,,Grüne,,0
01d26cdd-6772-4cef-bf57-5fa8db1ffa88,Schoch,Renate,,AL,,0
a837c86b-b67a-4f45-ba29-c87fda16e402,Schönbächler,Marcel,Dr.,CVP,,0
b93d4239-4d88-4dd1-8378-72854e4da0f1,Schönbächler,Robert,,CVP,,0
8e2c47ea-b9db-475f-8aa3-496098111b88,Schönenberger-Meier,Katrin,,EVP,,0
71570933-1ad1-4efa-8805-9c4e53e52a07,Schüepp,Jürg R.,,FDP,,0
9eb41597-6dc5-4f2c-b900-64bb308fb2bf,Schwendener,Thomas,,SVP,11,107
9e5cb69e-49f7-44cb-a944-958fb31af51b,Schwyn,Markus,,PFZ,,0
2275a6cb-a1be-496b-bf41-dd145fd538e5,Scotoni,Silvio,,FDP,,0
42817325-1645-42da-bd71-a34faa5e597b,Seidler,Christine,Prof.,SP, 9,105
63ecb329-2296-4c42-a2ba-e005e2570267,Seiz,Silvia,,SP,,0
66f8d52f-7a20-42f8-acb2-1439e41efa00,Seliner,Emil,,SP,,0
3b8fe11e-68ed-4ee6-95f4-d9b223e01b06,Seliner-Müller,Gaby,,SP,,0
8ae2b81e-3866-473d-b4f3-91d75d491859,Señorán,Maria del Carmen,,SVP,1 und 2,100
181409b4-49a1-4543-9ac7-9dc8ae516704,Sidler,Bruno,,SVP,,0
fc872539-1bed-43f9-9070-157530edff85,Sieg,Werner,Prof. Dr.,SP,,0
e2bf044b-bf01-412c-bcff-987d8d42cf38,Siegenthaler-Benz,Rolf André,,SVP,,0
058af0e5-dd56-4d66-a90b-4b9994b553fe,Siev,Ronny,,GLP,10,106
134938d9-58d3-4b43-9bdf-e60b5b698aef,Silberring,Pawel,Dr.,SP,1 und 2,100
85646468-766b-4031-a384-0ac4baa0398c,Silberschmidt,Andri,,FDP,7 und 8,104
1419b16c-d4f7-4bf1-9385-8b64d8842b8f,Simon,Claudia,,FDP,,0
315b5eab-efff-4378-b38f-f7a2c62ed27a,Sinovcic,Dubravko,,SVP,1 und 2,100
e77ac228-d6c5-42ee-9862-6a2cfeb1605f,Sobernheim,Sven,,GLP,11,107
1dc3ada6-df86-418f-9851-f6e3f275d6a8,Sörensen,Hansjörg,,FDP,,0
a560cbd2-345a-4b73-b55b-ee7386ebef9e,Speck,Roger-Paul,,SP,12,108
0c5734ba-99cf-488d-8c10-38b9d7d01051,Spieler Frauenfelder,Marianne,,SP,,0
1ef23122-f07e-4b5d-9d28-df0b25e4ab1d,Spiess,Christoph,,SD,,0
944eeb77-e2cc-4051-972a-529465ded002,Spring-Gross,Monika,,SP,,0
eb4b9291-ca30-4c66-9750-92090f89484b,Stäbler,Anton,,,,0
31ccba24-215a-4ed8-80f8-b57b68d3d349,Stähli-Barth,Peter,Prof. Dr.,SP,,0
d4664b7d-5c9e-435a-b184-7dc550488db7,Steger,Heinz F.,,FDP,,0
42b386e9-ca9b-4d1e-a425-1330acab9973,Steiner,Jonas,,SP,,0
8f1a4455-893f-4cd6-87e7-3eaa78394612,Steiner,Kathy,,Grüne,,0
c9d6f864-b8e3-47fd-919a-dbb09b697a42,Steiner,Romeo,,CVP,,0
f450c1f7-49f1-44ed-9377-1f3d4bcc1db4,Stocker,Felix,,SP,,0
4948976d-a9b0-4d7f-beaf-782feca6e7f0,Stokar Gasser,Christine,,SP,,0
f3f3131e-edc9-4db3-a4d3-fc4f93f2c529,Straub,Esther,Dr.,SP,,0
e5856807-c783-458c-985c-391692d6d834,Strub,Jean-Daniel,Dr.,SP,7 und 8,104
66f8487f-4b03-485f-ac54-9aed435413a3,Stucker,Rolf,,SVP,,0
3d872710-1136-410e-b4c2-46b47c758db4,Studer,Myrta,,SP,,0
594477d9-646e-4fd7-95e8-6b317e4ebc3c,Sutter,Walter,,SVP,,0
b6fb585d-cb29-454b-b14a-aad637405ce5,Tobler,Marcel,,SP,4 und 5,102
825524e7-6daa-42f9-82c7-63d3311304a6,Tobler,Sabine,,SP,,0
a279855d-9839-44b9-8077-c9d83243966a,Toggweiler,Theo,Dr.,SVP,,0
9839bb97-ee67-4c59-beb3-f11530f5ed68,Tognella,Roger,,FDP,12,108
3bc91ea7-3151-48c1-ae83-4280d6d049c9,Tomezzoli,Ruggero,,SVP,,0
3124d029-28b3-4cda-818b-c79c5a08ffe8,Tozzi Kelly,Lucia,,SP,,0
eed3d593-e4bc-4e17-941a-8ab8cfc16dab,Traber,Christian,,CVP,,0
b61de9ff-bb26-427b-b539-7677328939df,Tremp,Johanna,,SP,,0
4a958e40-5a09-42d3-89a7-9795ddd6adbe,Trevisan,Guido,,GLP,,0
7eac8fff-c1c9-40c2-ba80-62338a806dd2,Trottmann,Maria,,GLP,,0
15824dc2-6f3e-4b2b-90c3-e8f43ac4d54a,Tschanz,Raphaël,,FDP, 3,101
3cc66c2d-4751-4c99-9a71-ba309986d053,Tschopp,Kurt,,CVP,,0
5fa0300b-e844-4a35-bab7-845de1a7f685,Tuena,Mauro,,SVP,,0
f00e5a1f-096e-4ea8-9293-f306bf55f23a,Türler,Andres,,FDP,,0
6902ac68-1c90-4a20-9e56-b09511f901da,Ulcay-Hauser,Raphaela-Franziska,,SVP,,0
2dfb2dd1-92e7-4b7c-9632-aaed0d799ffd,Urben,Michel,,SP,11,107
0ba896b5-0082-45e9-aedc-abfb7ee12efd,Urech,Stefan,,SVP,4 und 5,102
cba31443-201a-426d-adfe-506c25f4a6c0,Urech-Bürgi,Marianne,,FDP,,0
2183638f-f397-4fce-90af-ee75804d87cc,Ursprung,Corina,,FDP, 6,103
375918e4-7952-4f01-8edc-a0335e977266,Uttinger,Ursula,,FDP,,0
40f0e131-1e71-4279-8b84-826d9a12de52,Utz,Florian,,SP,10,106
9d35d2ed-9965-42b4-9f02-40139ca0152b,Vieli-Hardegger,Luzia,Dr.,LdU,,0
8a845628-1250-42de-be3f-c4c546d1a333,Virag Jansen,Eva,Dr.,Grüne,,0
d9abcf7d-8d24-4f7d-a39c-9494fc9a6432,Virchaux,Jean-Claude,,CVP,,0
14af4fad-83d0-44a7-96de-6cc78504479f,Vocat,Fabienne,,Grüne,,0
542a729c-4ec3-4f2b-bf79-3d84414560cf,Vogel,Sebastian,,FDP, 6,103
69b98790-9654-41a4-986a-ade2e4fafb54,Vogelbacher,Reto,,CVP,,0
43365158-d5d3-4626-991d-9e572b62d5b7,Vögeli,Esther,,SP,,0
555e97ba-7331-4656-8a86-4aebc280a03c,Vohdin,Christopher,,SVP,,0
80dc5186-bff6-4fba-b2d8-fe83a639f6f7,Vollenwyder,Martin,,FDP,,0
506aeb5c-0847-4c7f-98db-8e87198f006a,von Matt,Hans Urs,,SP,,0
4e65435c-faad-4fbb-9558-8df01f60e233,von Niederhäusern,Hans,,SP,,0
9680d20e-8dbb-4ec9-ae19-9a3280adde71,von Planta,Gian,,GLP,,0
ac6f3038-9904-47c7-90ca-54f5bbf0cced,Walker,Sacha,,GLP,,0
2fb7685f-8314-4b48-9245-af052371275d,Walther,Rolf,,FDP,,0
c38dd2cb-edeb-482a-8297-f5c4529c753e,Weber,Alexander,,SVP,,0
ab3ca6ab-4ea1-42fe-8da1-137d142a03ec,Weber,Doris,Dr.,FDP,,0
cc5f864d-02d3-4019-a7c7-accfdacaec46,Wehrli,Werner,,EVP,,0
8c8a618c-730d-4a3d-96da-76c5c55e2fc7,Weibel Waser,Esther,,SP,,0
aae948c6-6684-4b6d-a80b-2d7f0c29dc07,Weiss,Urs,,SVP,,0
19c57967-cce6-4093-b55c-9f8072305046,Wenger,Christian,,SD,,0
783d4e82-744b-4c4b-ab55-d25f226192d8,Wepf,Mirella,,SP,,0
621f34f2-b784-4bcf-a54a-a15a02234082,Wey,Natascha,,SP,1 und 2,100
46841f3c-e363-40f7-bef9-4efafe160e51,Weyermann,Karin,,CVP,,0
03253df4-4710-4351-ae5a-c498c5982d32,Wick,Guido,,FDP,,0
b06a433d-a857-4332-94f4-ff54945cc26f,Widler,Josef,Dr.,CVP,,0
9b84062d-7433-46c6-a02f-65ad23a4cf59,Widmer,Johann,,SVP,10,106
3685b9b0-82b8-4a35-ad99-b1a5adf685ea,Widmer,Katharina,,SVP,,0
01d383b3-778f-487a-b6b8-e1181d92004e,Widmer,Marianne,,SD,,0
88f2723f-aa5d-4c1b-92c8-7ca51ab365f1,Widmer Graf,Andrea,Dr.,FDP,,0
8e3dd0e2-358c-447d-8c35-2916a87d44c5,Wiesmann,Barbara,,SP, 3,101
b8cabf64-1be6-40b8-bc2b-6081d142edc9,Wiesmann,Matthias,,GLP,,0
4e808200-90e7-4a58-9a28-73f77ba69a20,Willenegger,Lisa Magdalena,,FDP,,0
f728604e-990f-4105-9abe-aba13fa70783,Wirth,Kurt,,,,0
77deb0b4-796e-43e5-ad35-1da34189a84f,Wohler,Bruno,,SVP,,0
1425b494-1573-4a48-957f-945d966d7727,Wolff,Richard,Dr.,AL,,0
6e1427aa-d228-4d01-8bd1-f8fbd024e7da,Würth,Eva-Maria,,SP,,0
f86e6439-c52d-48e6-84de-dca3fdc8bcea,Wüthrich,Katrin,,SP,,0
e28dd7b9-87e9-4953-8b59-a1b49b639300,Wyler,Rebekka,,SP,,0
9327d2a1-826a-41f6-bef6-f7b34887a25e,Wyss,Thomas,,Grüne,,0
76328c20-7cf2-4196-b1cc-022d9f9ff35f,Zenger,Armin W.,Dr.,LdU,,0
c0973074-7d99-4e61-a955-636b4a65b287,Z'graggen,Marcel,,CVP,,0
42e35652-aabb-441f-90f8-608d16d23ac1,Zihlmann,Karl,,CVP,,0
92d93666-6bea-45f6-aa6c-aa6b1bfda7d7,Zimmerling Enkelmann,Anita,,SP,,0
8e20272b-f18c-4217-a25f-6a925c90ff29,Zimmermann,Markus,,SP,,0
4ff86272-b46f-4342-8dab-dff5eb97f808,Ziswiler,Vera,,SP, 3,101
1e4922dc-7cf3-4b07-817c-d6e668335fd0,Zollinger,Ruth,,FraP,,0
b347ba87-16d4-48a9-ab6d-da68d9e2fe99,Zschokke,Rose,,SP,,0
74a85566-4fff-444b-a632-56057f27410d,Züllig,Hansueli,,SVP,,0
6b4194d7-b83b-411d-bc33-865df213c39d,Zürcher,Geraldine,,SP,,0
3b4bbd28-c4d5-4e62-b4f3-0f32b8a7589b,Zürcher,Martina,,FDP,10,106
d9647ff7-bcea-469f-8d26-404c3bdb5764,Zweifel,Karl,Dr.,SVP,,0
6786f4ed-9d22-420e-a909-8d732dda6b5c,Zygmont,Dominique,,FDP,7 und 8,104
